School Code,Teacher,Date,Julian,Tree ID,Health,Wool,Eggs,Growth (cm)
TTE,McDonald,2013-10-27,300,2,1,NA,NA,14.6
TTE,McDonald,2013-10-27,300,3,1,NA,NA,10.4
TTE,McDonald,2013-10-27,300,5,1,NA,NA,16.3
TTE,McDonald,2013-10-27,300,6,1,NA,NA,7.6
TTE,McDonald,2013-12-17,351,5,1,NA,NA,14.7
TTE,McDonald,2014-07-01,182,1,NA,0,0,NA
TTE,McDonald,2014-07-01,182,2,NA,0,0,NA
TTE,McDonald,2014-07-01,182,3,NA,0,0,NA
TTE,McDonald,2014-07-01,182,5,NA,0,0,NA
TTE,McDonald,2014-07-01,182,6,NA,0,0,NA
TTE,McDonald,2014-09-18,261,6,1,NA,NA,11.3
TTE,McDonald,2014-09-25,268,1,0,NA,NA,13.8
TTE,McDonald,2014-09-25,268,5,1,NA,NA,11.9
TTE,McDonald,2015-01-14,14,2,1,NA,NA,10.6
TTE,McDonald,2015-01-14,14,3,1,NA,NA,11.8
TTE,McDonald,2015-06-19,170,1,0,0,0,NA
TTE,McDonald,2015-06-19,170,2,1,0,0,NA
TTE,McDonald,2015-06-19,170,3,1,0,0,NA
TTE,McDonald,2015-06-19,170,5,1,0,0,NA
TTE,McDonald,2015-06-19,170,6,1,0,0,NA
UPH,Dwyer,2009-10-22,295,1,1,0,NA,10.3
UPH,Dwyer,2009-10-22,295,2,1,0,NA,17.3
UPH,Dwyer,2009-10-22,295,3,1,1,2,9
UPH,Dwyer,2009-10-22,295,4,1,0,NA,6.8
UPH,Dwyer,2009-10-22,295,5,1,1,NA,12.2
UPH,Dwyer,2009-10-22,295,6,1,0,NA,5
UPH,Dwyer,2009-10-22,295,7,2,0,NA,11
UPH,Dwyer,2009-10-22,295,8,1,0,NA,6.1
UPH,Dwyer,2009-10-22,295,9,2,0,NA,8.7
UPH,Dwyer,2009-10-22,295,10,1,0,NA,6.6
UPH,Dwyer,2009-10-22,295,11,1,0,NA,1.8
UPH,Dwyer,2010-06-03,154,1,0,0,0,NA
UPH,Dwyer,2010-06-03,154,2,1,1,3,NA
UPH,Dwyer,2010-06-03,154,3,0,0,0,NA
UPH,Dwyer,2010-06-03,154,4,1,1,30,NA
UPH,Dwyer,2010-06-03,154,5,0,1,9,NA
UPH,Dwyer,2010-06-03,154,6,1,1,20,NA
UPH,Dwyer,2010-06-03,154,7,0,1,35,NA
UPH,Dwyer,2010-06-03,154,8,0,1,49,NA
UPH,Dwyer,2010-06-03,154,9,0,1,10,NA
UPH,Dwyer,2010-06-03,154,10,1,1,8,NA
UPH,Dwyer,2010-06-03,154,11,2,1,24,NA
WCS,Burk,2004-09-27,271,1,1,0,0,NA
WCS,Burk,2004-09-27,271,2,1,0,0,NA
WCS,Burk,2004-09-27,271,5,1,0,0,NA
WCS,Burk,2004-09-27,271,6,1,0,0,NA
WCS,Burk,2004-09-27,271,7,1,0,0,NA
WCS,Burk,2004-10-25,299,1,1,0,0,NA
WCS,Burk,2004-10-25,299,2,1,0,0,NA
WCS,Burk,2004-10-25,299,5,1,0,0,NA
WCS,Burk,2004-10-25,299,6,1,0,0,NA
WCS,Burk,2004-10-25,299,7,1,0,0,NA
WCS,Burk,2004-11-01,306,1,1,0,0,NA
WCS,Burk,2004-11-01,306,2,1,0,0,NA
WCS,Burk,2004-11-01,306,5,1,0,0,NA
WCS,Burk,2004-11-01,306,6,1,0,0,NA
WCS,Burk,2004-11-01,306,7,1,0,0,NA
WCS,Burk,2004-11-15,320,1,1,0,0,NA
WCS,Burk,2004-11-15,320,2,1,0,0,NA
WCS,Burk,2004-11-15,320,5,1,0,0,NA
WCS,Burk,2004-11-15,320,6,1,0,0,NA
WCS,Burk,2004-11-15,320,7,1,0,0,NA
WCS,Burk,2004-11-22,327,1,1,0,0,NA
WCS,Burk,2004-11-22,327,2,1,0,0,NA
WCS,Burk,2004-11-22,327,5,1,0,0,NA
WCS,Burk,2004-11-22,327,6,1,0,0,NA
WCS,Burk,2004-11-22,327,7,1,0,0,NA
WCS,Burk,2004-12-06,341,1,1,0,0,NA
WCS,Burk,2004-12-06,341,2,1,0,0,NA
WCS,Burk,2004-12-06,341,5,1,0,0,NA
WCS,Burk,2004-12-06,341,6,1,0,0,NA
WCS,Burk,2004-12-06,341,7,1,0,0,NA
WCS,Burk,2005-06-06,157,1,0,0,0,1.6
WCS,Burk,2005-06-06,157,2,0,0,0,0.8
WCS,Burk,2005-06-06,157,5,0,0,0,1
WCS,Burk,2005-06-06,157,6,0,0,0,0.7
WCS,Burk,2005-06-06,157,7,0,0,0,0.7
WCS,Burk,2005-11-03,307,1,0,0,0,NA
WCS,Burk,2005-11-03,307,2,0,0,0,NA
WCS,Burk,2005-11-03,307,3,0,0,0,NA
WCS,Burk,2005-11-03,307,6,0,0,0,NA
WCS,Burk,2005-11-03,307,7,0,0,0,NA
WCS,Burk,2005-11-17,321,1,0,0,0,0
WCS,Burk,2005-11-17,321,2,0,0,0,0.3
WCS,Burk,2005-11-17,321,3,1,0,0,1
WCS,Burk,2005-11-17,321,6,0,0,0,0.7
WCS,Burk,2006-04-03,93,1,1,0,0,2
WCS,Burk,2006-04-03,93,2,0,0,0,0.2
WCS,Burk,2006-04-03,93,3,1,0,0,0.5
WCS,Burk,2006-04-03,93,6,0,0,0,0.5
WCS,Burk,2006-04-03,93,7,0,0,0,1
WCS,Burk,2006-06-06,157,1,1,0,0,2
WCS,Burk,2006-06-06,157,2,1,0,0,1
WCS,Burk,2006-06-06,157,3,1,0,0,1.5
WCS,Burk,2006-06-06,157,6,0,0,0,0.3
WCS,Burk,2006-06-06,157,7,0,0,0,0.2
WME,Crawley,2012-04-03,94,1,1,1,3,2.5
WME,Crawley,2012-04-03,94,2,2,0,0,1.5
WME,Crawley,2012-04-03,94,3,0,1,4,0.5
WME,Crawley,2012-04-03,94,4,1,1,35,1
WTH,Anderson,2010-10-28,301,1,0,1,NA,25
WTH,Anderson,2010-10-28,301,2,0,1,NA,25
WTH,Anderson,2010-10-28,301,3,0,1,NA,17.5
WTH,Anderson,2010-10-28,301,4,0,1,NA,15
WTH,Anderson,2010-10-28,301,5,0,1,NA,22
WTH,Anderson,2011-05-25,145,1,0,1,10,NA
WTH,Anderson,2011-05-25,145,2,0,1,5,NA
WTH,Anderson,2011-05-25,145,3,0,1,30,NA
WTH,Anderson,2011-05-25,145,4,0,0,0,NA
WTH,Anderson,2011-05-25,145,5,0,0,0,NA
WWE,Cahall,2004-09-23,267,1,0,1,15,NA
WWE,Cahall,2004-09-23,267,2,0,1,18,NA
WWE,Cahall,2004-09-23,267,3,1,1,2,NA
WWE,Cahall,2004-09-23,267,4,1,0,0,NA
WWE,Cahall,2005-03-16,75,1,1,1,52,NA
WWE,Cahall,2005-03-16,75,2,1,1,216,NA
WWE,Cahall,2005-03-16,75,3,1,1,85,NA
WWE,Cahall,2005-03-16,75,4,2,0,0,NA
