School Code,Teacher,Date,Pool,Julian,Max Diameter (m),Diameter (m),Depth (cm),Air Temp (c),Water Temp (c)
FPC,Gibson,2011-04-28,1,118,18.5,17.7,94,26,20
FPC,Gibson,2011-05-12,1,132,18.5,17.4,92,17,16
FPC,Gibson,2011-05-19,1,139,18.5,17.7,94,16,15
FPC,Gibson,2011-08-23,1,235,18.5,1.5,9,21,21
FPC,Gibson,2011-09-22,1,265,18.5,14.3,82,21,20
FPC,Gibson,2011-10-06,1,279,18.5,17.1,106,13,12
FPC,Gibson,2011-11-03,1,307,18.5,17.5,115,12,9
FPC,Gibson,2011-11-17,1,321,18.5,17.5,115,5,7
FPC,Gibson,2011-12-21,1,355,18.5,17.5,110,2,0
FPC,Gibson,2012-02-02,1,33,18.5,17.5,112,1,1
FPC,Gibson,2012-03-02,1,62,18.5,17.5,117,0,0
FPC,Gibson,2012-03-08,1,68,18.5,17.5,118,19,11
FPC,Gibson,2012-03-11,1,71,18.5,17.5,118,13,11
FPC,Gibson,2012-03-16,1,76,18.5,17.5,118,5,7
FPC,Gibson,2012-04-12,1,103,18.5,16.7,111,8,12.5
FPC,Gibson,2012-04-26,1,117,18.5,17.5,117,12,14
FPC,Gibson,2012-05-11,1,132,18.5,17.5,118,14,12
FPC,Gibson,2012-05-17,1,138,18.5,17.5,117,11.5,12
FPC,Gibson,2012-06-08,1,160,18.5,17.4,114,18.5,17
FPC,Gibson,2012-08-24,1,237,18.5,0,0,26,NA
FPC,Gibson,2012-09-27,1,271,18.5,0,0,18,NA
FPC,Gibson,2012-10-04,1,278,18.5,0,0,15.5,NA
FPC,Gibson,2012-10-18,1,292,18.5,0,0,16,NA
FPC,Gibson,2012-11-01,1,306,18.5,0,0,12,NA
FPC,Gibson,2012-12-06,1,341,18.5,0,0,3,NA
FPC,Gibson,2012-12-20,1,355,18.5,0,0,5,NA
FPC,Gibson,2013-01-31,1,31,18.5,15.6,80,4,2
FPC,Gibson,2013-03-14,1,73,18.5,17.7,110,0,2
FPC,Gibson,2013-03-21,1,80,18.5,17.6,110,3,1
FPC,Gibson,2013-03-28,1,87,18.5,17.75,110,10,10
FPC,Gibson,2013-04-04,1,94,18.5,17.7,120,14,8
FPC,Gibson,2013-04-11,1,101,18.5,17.5,110,10,11
FPC,Gibson,2013-04-25,1,115,18.5,17.7,110,19,18
FPC,Gibson,2013-05-30,1,150,18.5,17.3,118,28.5,28
FPC,Gibson,2013-06-24,1,175,18.5,16.8,107,32,26
FPC,Gibson,2013-08-23,1,235,18.5,4.82,29.5,23,22
FPC,Gibson,2013-09-26,1,269,18.5,0,0,18,NA
FPC,Gibson,2013-12-06,1,340,18.5,0,0,8.5,NA
FPC,Gibson,2014-03-14,1,73,18.5,16.4,97,2.5,0.5
FPC,Gibson,2014-04-10,1,100,18.5,17.8,112,15,9
FPC,Gibson,2014-04-17,1,107,18.5,17.8,112,5.5,10.5
FPC,Gibson,2014-05-02,1,122,18.5,17.8,115,18,13
FPC,Gibson,2014-05-08,1,128,18.5,17.8,114,21,20
FPC,Gibson,2014-05-13,1,133,18.5,16.5,112,12,14
FPC,Gibson,2014-05-15,1,135,18.5,17.5,110,25,20
FPC,Gibson,2014-05-29,1,149,18.5,17.4,110,16,8
FPC,Gibson,2014-06-16,1,167,18.5,15.8,92,24,21
FPC,Gibson,2014-08-20,1,232,18.5,0,0,23,0
FPC,Gibson,2014-10-02,1,275,18.5,0,0,13,0
FPC,Gibson,2014-10-30,1,303,18.5,0,0,12,0
FPC,Gibson,2014-11-23,1,327,18.5,0,0,12,0
FPC,Gibson,2014-12-18,1,352,18.5,17,107,3,4
FPC,Gibson,2015-03-05,1,64,18.5,NA,120,-4,NA
FPC,Gibson,2015-04-02,1,92,18.5,17.5,120,15,5
FPC,Gibson,2015-04-09,1,99,18.5,17.8,120,2,3
FPC,Gibson,2015-04-15,1,105,18.5,17.7,120,19.5,13
FPC,Gibson,2015-04-30,1,120,18.5,17.65,120,16,15
FPC,Gibson,2015-05-14,1,134,18.5,17.2,112,21,18
FPC,Gibson,2015-05-26,1,146,18.5,14.6,84,28,25
FRE,Hurwitz,2004-09-18,1,262,NA,NA,19,20,15
GAE,Grob,2010-09-29,1,272,31,0,0,25,NA
GAE,Grob,2010-10-30,1,303,31,0,0,19,NA
GAE,Grob,2010-11-12,1,316,31,5.2,15,14,7
GAE,Grob,2010-12-08,1,342,31,0,0,5,NA
GAE,Grob,2011-04-06,1,96,31,30.3,75.5,11,9
GAE,Grob,2011-05-25,1,145,31,29,51.5,28,22
GAE,Grob,2011-06-27,1,178,31,28.5,35,23,19
GAE,Grob,2011-07-13,1,194,31,26.5,23,28,22
GAE,Grob,2011-07-25,1,206,31,NA,NA,24,NA
GAE,Grob,2011-09-23,1,266,31,28.1,37,20,18
GAE,Grob,2011-10-08,1,281,31,29.2,44,23,10
GAE,Grob,2011-11-18,1,322,31,29.9,61,8,9
GAE,Grob,2011-12-17,1,351,31,31,70,3,6
GAE,Grob,2012-01-15,1,15,31,NA,NA,15,NA
GAE,Grob,2012-02-05,1,36,31,NA,NA,12,NA
GAE,Grob,2012-03-26,1,86,31,NA,NA,6,NA
GAE,Grob,2012-04-28,1,119,31,27.8,37,5,10
GAE,Grob,2012-05-20,1,141,31,28,40,21,18
GMS,Jaillet,2008-10-08,1,282,38.4,37,62,21,11
GMS,Jaillet,2008-11-10,1,315,38.4,36,61,8,10
GMS,Jaillet,2009-04-17,1,107,37.4,35,59,15,15
GMS,Jaillet,2010-09-03,1,246,38.4,0,0,26,21
GMS,Jaillet,2010-10-08,1,281,38.4,37,8,22,15
GMS,Jaillet,2010-10-13,1,286,38.4,38,10,16,10
GMS,Jaillet,2010-11-12,1,316,38.4,37.6,23,9,2
GMS,Jaillet,2011-04-29,1,119,38.4,37,70,20,16
GMS,Jaillet,2011-05-26,1,146,38.4,38.4,78,25,17
GMS,Jaillet,2011-10-18,1,291,38.4,36,60,12,11
GMS,Jaillet,2012-03-27,1,87,38.4,37,30,3,7
GMS,Jaillet,2013-05-21,1,141,38.4,36,22,21,11
GMS,Jaillet,2014-09-15,1,258,38.4,0,0,18,12
GMS,Jaillet,2015-05-04,1,124,38.4,37,32,35,12
JRB,Gagnon,2005-10-03,1,276,25,0,0,28,NA
JRB,Gagnon,2005-10-27,1,300,25,23.6,92,7,8
JRB,Gagnon,2006-10-31,1,304,25,22,85,15,10
JRB,Gagnon,2006-11-09,1,313,25,23,93,31,13
JRB,Gagnon,2006-12-15,1,349,25,22,85,7,0
JRB,Gagnon,2007-01-09,1,9,25,20,90,8,-2
JRB,Gagnon,2007-03-30,1,89,25,19,90,13,10
JRB,Gagnon,2007-04-23,1,113,25,19,90,28,15
JRB,Gagnon,2007-05-09,1,129,25,19,80,13,11
JRB,Gagnon,2008-09-24,1,268,25,19,72,15,10
JRB,Gagnon,2008-10-30,1,304,25,22,85,12,7
JRB,Munroe,2005-09-29,1,272,25,0,0,18,NA
JRB,Munroe,2006-09-05,1,248,25,0,0,25,NA
JRB,Munroe,2006-10-05,1,278,25,0,0,22,NA
JRB,Munroe,2007-03-28,1,87,25,22,90,14,6
JRB,Munroe,2007-04-25,1,115,25,22,88,11,3
JRB,Munroe,2007-06-01,1,152,25,21,78,21,7
JRB,Munroe,2007-06-19,1,170,25,19,75,29,10
JRB,Munroe,2007-09-19,1,262,25,0,0,26,NA
JRB,Munroe,2007-09-25,1,268,25,0,0,26,NA
JRB,Munroe,2007-10-02,1,275,25,0,0,21,NA
JRB,Munroe,2007-10-23,1,296,25,0,0,22,NA
LME,Leith,2013-10-15,1,288,8.3,7.32,NA,16.66,NA
LME,Leith,2013-12-04,1,338,8.3,7.3,NA,1.1,NA
LME,Leith,2014-05-13,1,133,8.3,5,17,21,20
NHS,Jekanoski,2011-09-27,1,270,8.9,4.6,23,27,22
NHS,Jekanoski,2011-09-28,1,271,8.9,4.5,21,26,22
NHS,Jekanoski,2011-11-08,1,312,8.9,4.6,25,21,14
NHS,Jekanoski,2012-03-20,1,80,8.9,2.3,7,20,9
NHS,Jekanoski,2012-05-31,1,152,8.9,2,7,27,22
PCE,Saunders,2009-10-05,1,278,23.3,18.1,6,20,18
PCE,Saunders,2009-10-19,1,292,23.3,0,0,8,NA
PCE,Saunders,2009-10-26,1,299,23.3,19,14,11,8
PCE,Saunders,2009-11-02,1,306,23.3,20.2,15,11,7
PCE,Saunders,2009-11-16,1,320,23.3,20,14,15,8
PCE,Saunders,2009-11-23,1,327,23.3,20,15,7,6
PCS,Fournier,2011-10-26,1,299,65,22,5.8,21,15
PCS,Fournier,2011-11-17,1,321,65,19.5,5,22,14.4
PCS,Fournier,2012-03-23,1,83,65,35,5.5,18,18.3
PCS,Fournier,2012-04-22,1,113,65,27,4.8,24,15.8
PCS,Fournier,2012-06-01,1,153,65,5.5,3.3,20,13.3
PCS,Ruggles,2005-11-14,1,318,8,7.5,95,13.3,8
PCS,Ruggles,2006-01-09,1,9,8,NA,120,5.6,0
PCS,Ruggles,2006-03-15,1,74,8,4.5,90,7,3
PCS,Ruggles,2006-03-29,1,88,8,3.3,63,20,9
PCS,Ruggles,2006-05-17,1,137,8,7,NA,25,12
PCS,Ruggles,2006-06-06,1,157,8,5.3,85,23,17
PCS,Ruggles,2006-08-30,1,242,8,0,0,23,NA
PCS,Ruggles,2006-09-18,1,261,8,0,0,26,NA
PCS,Ruggles,2006-09-25,1,268,8,0,0,18,NA
PCS,Ruggles,2006-11-06,1,310,8,3,40,10,7
PCS,Ruggles,2006-11-20,1,324,10.3,5.5,12,12,7
PCS,Ruggles,2007-03-28,1,87,10.3,10.3,140,8,2
PCS,Ruggles,2007-04-25,1,115,10.3,6,111,16,15
PCS,Ruggles,2007-05-09,1,129,10.3,6,80,14,16
PCS,Ruggles,2007-05-30,1,150,10.3,4,80,28,14
PCS,Ruggles,2008-11-05,1,310,8.5,0,0,21.6,NA
PCS,Ruggles,2009-04-01,1,91,8.5,5,115,5.5,5.5
PCS,Ruggles,2009-04-15,1,105,8.5,4.6,89,15.5,7.2
PCS,Ruggles,2009-05-06,1,126,8.5,4.2,57,12.2,10
PCS,Ruggles,2009-10-15,1,288,8,0,0,17.7,NA
PCS,Ruggles,2009-11-04,1,308,8,6,10,10,8
PCS,Ruggles,2009-11-18,1,322,8,6.5,17,13,7
PCS,Ruggles,2010-03-16,1,75,11,11,119,20,6
PCS,Ruggles,2010-05-12,1,132,11,9.5,106,17.2,5.5
PCS,Ruggles,2010-06-09,1,160,11,0,0,18.8,NA
RAM,Boggs,2013-10-16,939,289,60.5,38.32,NA,18,16
RAM,Boggs,2014-03-21,939,80,60.5,52.5,84,8,2
RAM,Boggs,2014-06-12,939,163,60.5,45.9,74,22,18
RAM,Boggs,2014-10-05,939,278,60.5,46.15,52,18,12
RAM,Boggs,2015-06-17,939,168,60.5,48.38,74,23,17
RAM,Buckley,2011-10-12,939,285,60.5,45,115,17,14
RAM,Buckley,2011-10-18,939,291,60.5,60.5,120,20,16
RAM,Buckley,2011-10-20,939,293,60.5,55,130,21.5,14.5
RAM,Buckley,2011-10-21,939,294,60.5,60.3,125,14,12
RAM,Buckley,2011-12-08,939,342,60.5,60.48,135,10.75,7.75
RAM,Buckley,2012-01-27,939,27,60.5,58.3,123,4.5,8
RAM,Buckley,2012-03-20,939,80,60.5,55.8,120,28.5,23
RAM,Buckley,2012-06-11,939,163,60.5,53.9,120,20.5,NA
RAM,Buckley,2012-09-20,939,264,60.5,43.46,105,21,14
RAM,Buckley,2012-11-14,939,319,60.5,54.56,110,7,10
RAM,Buckley,2013-02-04,939,35,60.5,54.25,125,1,0
RAM,Buckley,2013-05-02,939,122,60.5,54,122,25,17
RAM,Buckley,2013-10-01,939,274,60.5,33.3,NA,16,12
RAM,Buckley,2013-10-09,939,282,60.5,36.2,NA,12,14
RAM,Buckley,2014-04-19,939,109,60.5,52.83,80,15.5,19
RAM,Buckley,2014-09-24,939,267,60.5,24.37,56,20,13
RLE,McNiff,2011-05-06,1,126,32.3,32.3,145,26,15
RLE,McNiff,2011-05-31,1,151,32.3,31.6,147,29,20
RLE,McNiff,2012-03-23,1,83,32.3,31.37,161,24,19
RLE,McNiff,2012-05-23,1,144,32.3,31.5,162,27,19
RLE,McNiff,2012-09-28,1,272,32.3,32.3,165,17,14
RLE,McNiff,2012-11-24,1,329,32.3,32.3,165,11,9
RLE,McNiff,2013-04-18,1,108,32.3,31.75,165,14,11
RLE,McNiff,2013-06-19,1,170,32.3,32.3,168,26,21
SAE,Fisher,2008-09-05,1,249,NA,18,29,33,20
SAE,Fisher,2008-10-24,1,298,NA,26,45,18,4
SAE,Fisher,2008-12-03,1,338,NA,30,120,6,3
SFE,Klaiber,2005-05-31,1,151,NA,11.5,63,29,15
SSE,Jacobs,2010-09-13,1,256,81.7,0,0,20,NA
SSE,Jacobs,2010-11-22,1,326,81.7,14,10,10,5
SSE,Jacobs,2011-03-31,1,90,81.7,81.7,70,10,5
SSE,Jacobs,2011-06-06,1,157,81.7,53.6,54,20,20
TES,Erickson,2011-09-15,1,258,30.9,18.7,35,23.3,21
TES,Erickson,2011-10-12,1,285,30.9,NA,NA,16,11
TES,Erickson,2011-11-09,1,313,30.9,17.3,35,21,8
TES,Erickson,2011-12-08,1,342,30.9,30.9,55,8,6
TES,Erickson,2012-01-05,1,5,30.9,19.5,NA,7,0
TES,Erickson,2012-02-02,1,33,30.9,27.23,44,3.3,1.7
TES,Erickson,2012-03-29,1,89,30.9,NA,NA,11,5
TES,Erickson,2012-04-27,1,118,30.9,26.4,36,12,14
WCS,Walker,2004-09-27,1,271,49.5,NA,0,10.5,NA
WCS,Walker,2004-10-04,1,278,49.5,NA,0,11,NA
WCS,Walker,2004-10-18,1,292,49.5,NA,0,10.5,NA
WCS,Walker,2004-11-01,1,306,49.5,NA,0,9.5,NA
WCS,Walker,2004-12-06,1,341,49.5,NA,0,11,NA
WCS,Walker,2005-04-11,1,101,49.5,NA,0,NA,NA
WCS,Walker,2005-04-25,1,115,49.5,NA,50,15,10
WCS,Walker,2005-05-09,1,129,49.5,NA,31,21,17
WCS,Walker,2005-06-06,1,157,49.5,NA,37,30,21
WCS,Walker,2005-10-12,1,285,49.5,7.2,12,10,9
WCS,Walker,2005-10-17,1,290,49.5,17.1,52,12.5,11.2
WCS,Walker,2005-10-18,1,291,49.5,21.4,62,12,8
WCS,Walker,2005-10-21,1,294,49.5,21.1,65,15,8
WCS,Walker,2005-10-27,1,300,49.5,34.2,113,12,8
WCS,Walker,2005-11-04,1,308,49.5,24.3,104,19,10
WCS,Walker,2005-11-07,1,311,49.5,23.5,95,12,10
WCS,Walker,2005-11-21,1,325,49.5,10.8,95,14,2
WCS,Walker,2006-04-10,1,100,49.5,24.7,37,19,15
WCS,Walker,2006-04-13,1,103,49.5,14.9,27,20,18
WCS,Walker,2006-04-25,1,115,49.5,0,0,17,NA
WCS,Walker,2006-05-01,1,121,49.5,0,0,19,NA
WCS,Walker,2006-05-08,1,128,49.5,0,0,17,NA
WCS,Walker,2006-05-15,1,135,49.5,6.9,15,18,14
WCS,Walker,2006-06-05,1,156,49.5,NA,NA,24,15
WHS,Marcoux,2010-09-30,1,273,50.3,0,0,NA,NA
WHS,Marcoux,2010-10-08,1,281,50.3,7.5,23,22,14
WHS,Marcoux,2010-10-22,1,295,50.3,17.9,30,10.2,5
WHS,Marcoux,2010-11-01,1,305,50.3,24,30,5,6
WHS,Marcoux,2010-11-09,1,313,50.3,16,28,18,10.5
WHS,Marcoux,2011-04-07,1,97,50.3,50,69,6.5,9
WHS,Marcoux,2011-05-02,1,122,50.3,48.5,62,20,20
WSM,Griffin,2009-09-23,1,266,17.4,13.3,50,24,22
WSM,Griffin,2009-10-29,1,302,17.4,11.9,45,10,8
WSM,Griffin,2010-01-20,1,20,17.4,10.2,45,4,0
WSM,Griffin,2010-03-09,1,68,17.4,14,57,12,2
WSM,Griffin,2010-04-08,1,98,17.4,28,80,23,15
WSM,Griffin,2010-05-24,1,144,17.4,12.7,49,25,19
WSM,Griffin,2010-06-22,1,173,17.4,10.9,40,24,20
WTH,Anderson,2009-10-18,1,291,22,22,60,18,12
WTH,Anderson,2009-11-19,1,323,22,22,70,20,11
WTH,Anderson,2009-12-03,1,337,22,22,73,19,13
WTH,Anderson,2010-03-12,1,71,22,22,65,8,10
WTH,Anderson,2010-04-26,1,116,22,21.4,63,18,13
WTH,Anderson,2010-05-10,1,130,22,21.3,62,10,12
WTH,Anderson,2010-05-25,1,145,22,21,50,28,20
WTH,Anderson,2010-09-20,1,263,22,18.8,37,24.6,19
WTH,Anderson,2010-10-19,1,292,22,19.4,55,15,8
WTH,Anderson,2010-11-22,1,326,22,19.6,65,17.5,10
WTH,Anderson,2011-03-22,1,81,22,22,73,2,8
WTH,Anderson,2011-04-12,1,102,22,21.6,67,20,12
WTH,Anderson,2011-05-11,1,131,22,21.5,62,12,10
WTH,Anderson,2011-10-06,1,279,22,22,68,22,13
